-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,39,7,0,0,0,0,11,11,11,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,0,0,0,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,40,-1,-1
-1,-1,39,0,0,0,0,1,0,0,0,40,-1,-1,-1,39,0,0,0,0,0,0,40,-1,-1,-1,-1,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40,-1,-1
-1,-1,39,0,0,1,10,0,0,0,0,40,-1,-1,-1,39,10,0,0,0,0,0,40,-1,-1,-1,-1,39,0,0,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-1,-1
-1,-1,39,0,0,0,0,0,0,0,0,40,-1,-1,-1,39,0,0,0,0,0,0,40,-1,-1,-1,-1,39,1,0,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,-1,-1
-1,-1,39,0,0,14,15,1,0,0,0,40,-1,-1,-1,39,0,0,7,0,1,0,40,-1,-1,-1,-1,39,0,0,0,40,-1,-1,-1,-1,-1,-1,39,1,1,1,1,1,0,0,0,40,-1,39,39,0,0,40,-1,-1,-1,-1,-1,39,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,40,-1,-1
-1,-1,39,15,0,0,0,0,0,0,0,40,-1,-1,-1,39,0,0,0,0,0,0,40,-1,-1,-1,-1,39,0,0,0,40,-1,-1,-1,-1,-1,-1,39,1,0,0,0,0,0,2,0,40,-1,-1,39,0,1,40,-1,-1,-1,-1,-1,39,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,40,-1,-1
-1,-1,39,0,0,0,0,0,0,0,0,40,-1,-1,-1,39,0,1,11,0,0,0,40,-1,-1,-1,-1,39,0,0,0,40,-1,-1,-1,-1,-1,-1,39,1,0,0,0,0,1,8,0,40,-1,-1,39,0,1,40,-1,-1,-1,-1,-1,39,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,40,-1,-1
-1,-1,39,0,0,40,-1,-1,39,0,0,40,-1,-1,-1,39,0,0,0,0,0,0,40,-1,-1,39,0,0,0,0,0,0,0,0,0,40,-1,-1,39,1,0,0,0,0,0,2,0,40,-1,-1,39,0,1,40,-1,-1,-1,-1,-1,39,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,40,-1,-1
-1,-1,39,0,0,40,-1,-1,39,0,0,40,-1,-1,-1,-1,-1,39,2,0,40,-1,-1,-1,-1,39,0,0,0,0,0,0,0,0,0,40,-1,-1,39,1,0,0,0,0,0,2,0,40,-1,-1,39,0,0,40,-1,-1,-1,-1,-1,39,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,40,-1,-1
